Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"84,881",3.4%,"2,649,414",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"79,673",3.2%,"2,213,155",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"43,168",1.7%,"2,590,497",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"31,850",1.3%,"925,064",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"30,281",1.2%,"775,184",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"23,624",1.0%,"360,580",,
ERF.TO,ENERPLUS CORP,COM,292766102,"21,429",0.9%,"1,398,030",,
TA.TO,TRANSALTA CORP,COM,89346D107,"21,094",0.9%,"2,536,350",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"13,847",0.6%,"1,996,516",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"13,835",0.6%,"1,147,900",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"9,511",0.4%,"156,600",,
XOM,EXXON MOBIL CORP,COM,30231G102,"6,838",0.3%,"68,400",,
SRE,SEMPRA,COM,816851109,"5,694",0.2%,"76,200",,
CVX,CHEVRON CORP NEW,COM,166764100,"5,608",0.2%,"37,600",,
SO,SOUTHERN CO,COM,842587107,"4,712",0.2%,"67,200",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"4,481",0.2%,"28,900",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"4,221",0.2%,"43,500",,
AES,AES CORP,COM,00130H105,"4,140",0.2%,"215,100",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"4,060",0.2%,"68,000",,
XEL,XCEL ENERGY INC,COM,98389B100,"3,646",0.1%,"58,900",,
