Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
BIPC,BROOKFIELD INFRASTRUCTURE CO,COMMON STOCK,11275Q107,"627,216",2.8%,"8,675,193",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"285,984",1.3%,"8,939,791",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"180,995",0.8%,"13,240,287",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"159,059",0.7%,"8,119,398",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"124,194",0.6%,"2,068,859",,
PAA,PLAINS ALL AMERN PIPELINE L,UNIT LTD PARTN,726503105,"123,657",0.6%,"15,006,891",,
MPLX,MPLX LP,PARTNERSHIP SHARES,55336V100,"122,431",0.6%,"5,655,004",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"121,856",0.5%,"5,150,290",,
WMB,WILLIAMS COS INC,COM,969457100,"102,799",0.5%,"5,127,108",,
OKE,ONEOK INC NEW,COM,682680103,"92,707",0.4%,"2,415,511",,
TRGP,TARGA RES CORP,COM,87612G101,"89,959",0.4%,"3,410,122",,
MPLX,MPLX LP,COM UNIT REP LTD,55336V100,"86,351",0.4%,"3,988,509",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,"83,375",0.4%,"13,491,161",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"58,963",0.3%,"1,448,021",,
EQT,EQT CORP,COM,26884L109,"3,559",0.0%,"280,000",,
COP,CONOCOPHILLIPS,COM,20825C104,"1,854",0.0%,"46,352",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,816",0.0%,"108,196",,
BP,BP PLC,SPONSORED ADR,055622104,"1,139",0.0%,"55,503",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"1,119",0.0%,"185,299",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,013",0.0%,"42,136",,
