Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
LNG,Cheniere Energy Inc,COMMON,16411R208,"417,635",2.5%,"1,943,667",,
ET,Energy Transfer LP,COM UT,29273V100,"269,370",1.6%,"13,750,386",,
WMB,Williams Cos Inc/The,COM,969457100,"244,401",1.5%,"4,515,914",,
TRGP,Targa Resources Corp,COM,87612G101,"219,909",1.3%,"1,231,988",,
MPLX,MPLX LP,COM UNIT REP LTD,55336V100,"202,046",1.2%,"4,221,615",,
EPD,Enterprise Products Partners LP,COM,293792107,"143,322",0.9%,"4,570,224",,
TRP.TO,TC Energy Corp,COM,87807B107,"87,949",0.5%,"1,890,168",,
KMI,Kinder Morgan Inc,COM,49456B101,"70,900",0.4%,"2,587,605",,
PAA,Plains All American Pipeline LP,UNIT LTD PARTN,726503105,"64,803",0.4%,"3,794,098",,
OKE,ONEOK Inc,COM,682680103,"58,478",0.4%,"582,457",,
SOBO.TO,SOUTH BOW CORP,COMMON STOCK,83671M105,"17,585",0.1%,"746,077",,
WMB,The Williams Companies Inc,COM,969457100,"17,514",0.1%,"323,632",,
ENB.TO,Enbridge Inc,COM,29250N105,"3,496",0.0%,"82,402",,
SOBO.TO,South Bow Corp,COM,83671M105,"2,733",0.0%,"115,965",,
PPL.TO,Pembina Pipeline Corp,COM,706327103,550,0.0%,"14,894",,
EQT,EQT Corp,COM,26884L109,312,0.0%,"6,769",,
