Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TRP.TO,TC ENERGY CORP,COM,87807B107,"174,520",2.8%,"4,380,621",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"170,940",2.7%,"4,376,708",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"146,156",2.3%,"2,633,793",,
CVX,CHEVRON CORP NEW,COM,166764100,"118,427",1.9%,"659,800",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"98,258",1.6%,"1,175,343",,
FTS.TO,FORTIS INC,COM,349553107,"97,504",1.6%,"2,438,417",,
MSFT,MICROSOFT CORP,COM,594918104,"81,487",1.3%,"339,786",,
BN.TO,BROOKFIELD CORP,CL A LTD VT SH,11271J107,"58,317",0.9%,"1,853,689",,
BAM.TO,BROOKFIELD ASSET MANAGMT LTD,CL A LMT VTG SHS,113004105,"13,286",0.2%,"463,422",,
PKI,PERKINELMER INC,COM,714046109,"3,312",0.1%,"23,624",,
APA,APA CORPORATION,COM,03743Q108,"2,044",0.0%,"43,800",,
MRO,MARATHON OIL CORP,COM,565849106,"1,448",0.0%,"53,500",,
CNX,CNX RES CORP,COM,12653C108,577,0.0%,"34,300",,
