Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"5,548,236",2.0%,"139,508,070",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"4,164,580",1.5%,"78,120,042",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"2,409,523",0.9%,"73,461,026",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"2,113,510",0.8%,"65,332,559",,
FTS.TO,FORTIS INC,COM,349553107,"1,515,960",0.5%,"36,511,513",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"1,378,992",0.5%,"37,209,734",,
VEA,VANGUARD TAX MANAGED INTL FD,FTSE DEV MKT ETF,921943858,"1,011,242",0.4%,"22,951,468",,
CVX,CHEVRON CORP NEW,COM,166764100,"936,179",0.3%,"7,768,467",,
XOM,EXXON MOBIL CORP,COM,30231G102,"795,101",0.3%,"11,394,400",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"764,812",0.3%,"3,158,287",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"559,616",0.2%,"6,135,480",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"518,425",0.2%,"2,510,050",,
EOG,EOG RES INC,COM,26875P101,"462,686",0.2%,"5,523,935",,
OKE,ONEOK INC NEW,COM,682680103,"449,640",0.2%,"5,942,132",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"370,309",0.1%,"13,989,747",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"343,572",0.1%,"3,635,298",,
XEL,XCEL ENERGY INC,COM,98389B100,"343,098",0.1%,"5,403,967",,
TA.TO,TRANSALTA CORP,COM,89346D107,"314,364",0.1%,"43,905,663",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"260,518",0.1%,"25,666,897",,
WMB,WILLIAMS COS INC DEL,COM,969457100,"175,296",0.1%,"7,390,153",,
