Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"3,566,533",1.7%,"114,753,287",,
TRP,TRANSCANADA CORP,COM,89353D107,"2,741,089",1.3%,"76,781,215",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,862,957",0.9%,"66,605,624",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,501,001",0.7%,"62,204,812",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"1,218,850",0.6%,"41,080,258",,
FTS.TO,FORTIS INC,COM,349553107,"1,122,626",0.5%,"33,651,850",,
VEA,VANGUARD TAX MANAGED INTL FD,FTSE DEV MKT ETF,921943858,"874,162",0.4%,"23,562,314",,
XOM,EXXON MOBIL CORP,COM,30231G102,"776,179",0.4%,"11,382,597",,
CVX,CHEVRON CORP NEW,COM,166764100,"707,553",0.3%,"6,503,874",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"517,817",0.2%,"2,979,040",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"485,810",0.2%,"5,629,339",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"450,320",0.2%,"3,461,330",,
EOG,EOG RES INC,COM,26875P101,"446,484",0.2%,"5,119,635",,
AEP,AMERICAN ELEC PWR INC,COM,025537101,"404,112",0.2%,"5,406,871",,
COP,CONOCOPHILLIPS,COM,20825C104,"353,630",0.2%,"5,671,699",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"352,572",0.2%,"13,924,699",,
XEL,XCEL ENERGY INC,COM,98389B100,"253,583",0.1%,"5,146,811",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"219,517",0.1%,"10,418,436",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"206,728",0.1%,"29,406,587",,
TA.TO,TRANSALTA CORP,COM,89346D107,"168,320",0.1%,"40,854,123",,
