Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CIVI,CIVITAS RESOURCES INC,COMMON STOCK,17888H103,"1,239,629",2.2%,"21,398,753",,
CNQ.TO,CANADIAN NAT RES LTD,COMMON STOCK,136385101,"1,228,846",2.2%,"22,144,239",,
TRP.TO,TC ENERGY CORP,COMMON STOCK,87807B107,"628,429",1.1%,"15,774,185",,
ENB.TO,ENBRIDGE INC,COMMON STOCK,29250N105,"318,298",0.6%,"8,149,625",,
NEE,NEXTERA ENERGY INC,COMMON STOCK,65339F101,"288,662",0.5%,"3,452,898",,
DUK,DUKE ENERGY CORP NEW,COMMON STOCK,26441C204,"132,142",0.2%,"1,283,061",,
SO,SOUTHERN CO,COMMON STOCK,842587107,"128,540",0.2%,"1,800,040",,
XEL,XCEL ENERGY INC,COMMON STOCK,98389B100,"101,728",0.2%,"1,450,990",,
EL,LAUDER ESTEE COS INC,COMMON STOCK,518439104,"77,244",0.1%,"311,330",,
AEP,AMERICAN ELEC PWR CO INC,COMMON STOCK,025537101,"75,749",0.1%,"797,780",,
SU.TO,SUNCOR ENERGY INC NEW,COMMON STOCK,867224107,"59,353",0.1%,"1,872,445",,
SQ,BLOCK INC,COMMON STOCK,852234103,"55,592",0.1%,"884,670",,
PPL.TO,PEMBINA PIPELINE CORP,COMMON STOCK,706327103,"51,602",0.1%,"1,521,295",,
FTS.TO,FORTIS INC,COMMON STOCK,349553107,"44,573",0.1%,"1,114,710",,
PPL,PPL CORP,COMMON STOCK,69351T106,"38,386",0.1%,"1,313,698",,
WEC,WEC ENERGY GROUP INC,COMMON STOCK,92939U106,"35,947",0.1%,"383,394",,
AES,AES CORP,COMMON STOCK,00130H105,"33,020",0.1%,"1,148,155",,
CVE.TO,CENOVUS ENERGY INC,COMMON STOCK,15135U109,"32,722",0.1%,"1,687,766",,
MOH,MOLINA HEALTHCARE INC,COMMON STOCK,60855R100,"26,871",0.0%,"81,375",,
CSX,CSX CORP,COMMON STOCK,126408103,"26,640",0.0%,"859,910",,
